BARRID,SED-CUS,LOCID,NAME,HBETA,PBETA,SRISK%,TRISK%,COUNTRY,BETA,MOMENTUM,SIZE,EARNYILD,RESVOL,GROWTH,BTOP,LEVERAGE,LIQUIDTY,SIZENL,INDNAME,IND,PRICE,CAPITALIZATION,YLD%,ESTU,ISOCURR,INTRA_MONTH_ADDITION,
CHNGCY1,,CN300830,JINXIANDAIINFORMATIONINDUSTRYCO,,1.176,63.048,69.945,1.000,0.827,0.351,-1.869,-0.682,-0.195,-3.118,-0.890,-1.196,0.349,0.833,SOFTWARE,30,14.200,6107775000.000,0.000,1,CNY,0,
CHNGCZ1,,CN002987,NORTHKINGINFORMATIONTECHNOLOGYCO,,1.210,51.118,59.576,1.000,0.872,-0.405,-1.578,-0.418,-0.183,-0.227,-0.782,-0.988,-0.141,1.070,SOFTWARE,30,51.960,8348017368.720,0.000,1,CNY,0,
CHNGD11,,CN688518,SHENZHENUNITEDWINNERSLASERCOLT,,1.070,35.861,44.597,1.000,0.089,-0.601,-2.037,-0.787,0.205,-0.774,-0.587,-1.063,-1.550,0.608,MACH,11,17.050,5101360000.000,0.000,1,CNY,0,
CHNGD21,,CN688520,SINOCELLTECHGROUPLTD,,0.972,42.336,50.349,1.000,0.086,-0.326,-0.673,-0.308,0.292,0.142,-1.307,-0.589,-1.561,0.885,HEALTH,26,50.580,22019280414.120,0.000,1,CNY,0,
CHNGD31,,CN688555,ESSENCEINFORMATIONTECHNOLOGYCOL,,1.118,34.142,45.983,1.000,0.750,-1.469,-2.359,-0.352,-0.214,-0.787,-0.738,-1.174,-1.958,-0.027,SOFTWARE,30,43.460,3611960600.000,0.000,1,CNY,0,
CHNGD41,,CN600956,CHINASUNTIENGREENENERGYCORPLTD,,0.947,46.975,54.240,1.000,-0.195,-0.265,-0.204,2.592,0.097,-0.628,2.729,2.613,-1.706,0.461,ENERGY,1,8.650,33301724925.400,1.400,1,CNY,0,
CHNGD42,,CN600956,CHINASUNTIENGREENENERGYCORPLTD,,0.947,46.975,54.240,1.000,-0.195,-0.265,-0.204,2.592,0.097,-0.628,2.729,2.613,-1.706,0.461,ENERGY,1,8.650,33301724925.400,1.400,0,CNY,0,
CHNGD51,,CN603087,GAN&LEEPHARMACEUTICALSCOLTD,,0.948,47.516,54.423,1.000,0.237,0.141,0.290,-0.765,0.331,0.435,-0.973,-1.182,-1.016,-0.042,HEALTH,26,110.090,61819938600.000,0.330,1,CNY,0,
CHNGD61,,CN688558,NANTONGGUOSHENGINTELLIGENCETECH,,1.083,37.255,45.951,1.000,0.055,-0.707,-2.255,-0.525,0.196,-0.330,-0.506,-0.542,-1.228,0.209,MACH,11,30.590,4037880000.000,0.000,1,CNY,0,
CHNGD71,,CN300839,NINGBOBOHUICHEMICALTECHNOLOGYCO,,1.129,46.165,54.301,1.000,-0.016,-0.829,-2.519,-0.393,0.165,0.392,-0.592,0.754,0.461,-0.452,CHEM,2,29.260,3043040000.000,0.974,1,CNY,0,
CHNGD81,,CN688528,CHENGDUQINCHUANIOTTECHNOLOGYCO,,1.125,36.366,47.325,1.000,0.751,-1.150,-2.468,-0.780,-0.157,-0.418,-0.705,-0.757,-2.019,-0.307,HDWRSEMI,31,19.140,3215520000.000,0.000,1,CNY,0,
CHNGD91,,CN300846,CAPITALONLINEDATASERVICECOLTD,,1.245,63.542,70.978,1.000,0.911,-0.970,-1.332,-0.797,-0.173,-0.152,-1.187,-0.724,0.251,1.140,SOFTWARE,30,26.420,10866976038.340,0.191,1,CNY,0,
CHNGDA1,,CN688516,WUXIAUTOWELLTECHNOLOGYCOLTD,,1.254,45.631,55.519,1.000,0.878,-0.997,-1.657,-0.821,-0.124,-0.171,-0.979,-0.689,-0.241,1.023,HDWRSEMI,31,77.680,7664685600.000,0.537,1,CNY,0,
CHNGDB1,,CN605001,QINGDAOVICTALLRAILWAYCOLTD,,1.147,31.876,43.612,1.000,0.084,-1.905,-2.069,-0.183,0.204,-0.273,0.323,-0.595,-1.290,0.558,MACH,11,16.310,4929208200.000,0.000,1,CNY,0,
CHNGDC1,,CN002990,MAXVISIONTECHNOLOGYCORP,,1.280,50.512,59.670,1.000,0.921,-1.007,-1.382,-0.463,-0.113,-0.087,-0.778,-0.858,0.062,1.135,HDWRSEMI,31,81.590,10299921600.000,0.000,1,CNY,0,
CHNGDD1,,CN300835,ANHUISINOMAGTECHNOLOGYCOLTD,,1.186,61.269,68.404,1.000,0.327,0.418,-2.185,-0.769,0.117,0.031,-0.823,-0.752,1.413,0.352,ELECEQP,9,61.620,4354685400.000,0.772,1,CNY,0,
CHNGDE1,,CN603950,XIANGYANGCHANGYUANDONGGUINDUSTRY,,1.179,41.200,51.093,1.000,0.105,-0.287,-1.983,0.514,0.412,-0.609,-0.326,0.542,-0.177,0.689,AUTO,17,23.360,5408353920.000,4.928,1,CNY,0,
CHNGDF1,,CN300836,KUNSHANTOPAINTELLIGENTEQUIPMENT,,1.143,53.007,60.148,1.000,0.002,-0.368,-2.594,-0.302,0.182,-0.724,-0.739,-1.042,0.746,-0.680,MACH,11,57.000,2807576040.000,0.000,1,CNY,0,
CHNGDG1,,CN605168,THREESCOMPANYMEDIAGROUPCOLTD,,1.078,59.574,65.572,1.000,0.282,0.650,-1.107,-0.573,-0.105,0.945,-1.077,-1.017,-0.089,1.116,MEDIA,21,200.300,13834060010.000,0.759,1,CNY,0,
CHNGDH1,,CN605288,CHANGZHOUKAIDIELECTRICALINC,,1.162,37.868,47.999,1.000,0.382,-1.060,-1.833,-0.385,0.132,-0.379,-0.407,-0.573,-0.540,0.872,ELECEQP,9,127.000,6350000000.000,0.000,1,CNY,0,
CHNGDI1,,CN688360,ZHEJIANGDAMONTECHNOLOGYCOLTD,,1.125,36.343,48.346,1.000,0.016,-2.833,-2.501,-0.549,0.186,0.289,-0.581,-0.982,-1.641,-0.402,MACH,11,36.190,3100636117.810,0.000,1,CNY,0,
CHNGDJ1,,CN002986,HUNANYUSSENENERGYTECHNOLOGYCOL,,1.131,35.009,46.065,1.000,0.043,-2.054,-2.142,-0.439,0.181,-0.178,-0.088,-1.196,-1.011,0.433,CHEM,2,40.230,4559668200.000,2.446,1,CNY,0,
CHNGDK1,,CN600918,ZHONGTAISECURITIESCOLTD,,1.248,44.295,55.237,1.000,1.276,0.341,0.810,-0.802,-0.934,-0.897,-0.502,1.822,0.608,-0.475,DVFININS,28,15.500,108013699218.000,0.000,1,CNY,0,
CHNGDL1,,CN601827,CHONGQINGSANFENGENVIRONMENTGROUP,,0.998,29.401,38.231,1.000,0.001,-0.273,-1.064,0.115,-0.103,0.218,0.227,1.513,-1.198,1.103,COMSERV,13,8.630,14483452840.000,0.000,1,CNY,0,
CHNGDM1,,CN300837,ZHEJIANGZHEKUANGHEAVYINDUSTRY,,1.072,53.391,59.517,1.000,0.103,1.192,-1.948,-0.587,0.208,-0.236,-0.899,-1.196,-0.385,0.735,MACH,11,56.100,5610000000.000,0.000,1,CNY,0,
CHNGDN1,,CN601399,SINOMACHHEAVYEQUIPMENTGROUPCOL,,1.108,43.040,51.402,1.000,0.341,-2.255,-0.426,-0.345,0.270,-0.051,-0.061,-0.766,-2.196,0.676,MACH,11,3.950,28709641472.800,0.000,1,CNY,0,
CHNGDO1,,CN300838,ZHEJIANGLINUOFLOWCONTROLTECH,,1.117,53.427,60.030,1.000,0.022,-0.127,-2.464,-0.518,0.188,-0.454,-0.652,-0.779,0.196,-0.298,MACH,11,23.670,3227167800.000,0.000,1,CNY,0,
CHNGDP1,,CN688312,SHENZHENYANMADETECHNOLOGYINC,,1.228,37.131,51.001,1.000,0.796,-3.079,-2.184,-0.450,-0.146,-0.332,-0.620,-1.139,-1.963,0.353,HDWRSEMI,31,30.370,4357447997.520,0.600,1,CNY,0,
CHNGDQ1,,CN688157,HUNANSOKANNEWMATERIALSCOLTD,,1.118,44.992,52.678,1.000,0.118,-0.598,-1.666,-0.923,0.200,0.813,-0.960,-0.902,-0.438,1.017,CHEM,2,95.400,7593840000.000,0.000,1,CNY,0,
CHNGDR1,,CN688599,TRINASOLARCOLTD,,1.261,40.171,50.005,1.000,1.128,-0.595,-0.064,-0.476,-0.060,0.314,-0.365,0.249,0.577,0.319,HDWRSEMI,31,20.450,42291139368.750,0.461,1,CNY,0,
CHNGDS1,,CN002989,SHENZHENSTRONGTEAMDECORATIONENGI,,1.037,50.411,56.888,1.000,-0.124,-0.840,-1.864,-0.298,-0.136,-0.025,-0.632,-1.024,-0.590,0.839,COMSERV,13,40.580,6143812000.000,0.926,1,CNY,0,
CHNGDT1,,CN688004,BEIJINGBOHUISCIENCE&TECHCOLTD,,1.120,37.418,48.646,1.000,0.730,-1.529,-2.483,-0.558,-0.220,-0.503,-0.765,-1.156,-1.723,-0.350,SOFTWARE,30,55.670,3162056000.000,0.000,1,CNY,0,
CHNGDU1,,CN688106,SUZHOUJINHONGGASCOLTD,,1.078,44.459,51.413,1.000,0.204,-0.148,-1.115,-0.959,0.222,-1.837,-0.780,-0.526,-0.553,1.118,CHEM,2,28.320,13716321888.000,0.000,1,CNY,0,
CHNGDV1,,CN300841,CHENGDUKANGHUABIOLOGICALPRODUCTS,,1.070,60.453,66.796,1.000,0.119,-0.224,-0.463,-1.002,0.300,0.206,-1.199,-1.163,0.653,0.710,HEALTH,26,459.930,27595800000.000,0.000,1,CNY,0,
CHNGDW1,,CN300842,WUXIDKELECTRONICMATERIALSCOLTD,,1.282,61.330,69.360,1.000,0.851,-0.841,-1.831,-0.870,-0.131,-0.224,-1.009,-0.488,0.542,0.875,HDWRSEMI,31,63.660,6366000000.000,0.000,1,CNY,0,
CHNGDX1,,CN605166,HANGZHOUJUHESHUNNEWMATERIALCOL,,1.067,44.968,52.441,1.000,0.006,-0.762,-2.379,-0.477,0.171,-0.250,-0.369,-0.356,-0.900,-0.077,CHEM,2,11.200,3534126400.000,0.000,1,CNY,0,
CHNGDY1,,CN300824,SHENZHENCRASTALTECHNOLOGYCOLTD,,1.148,61.917,68.126,1.000,0.029,-0.358,-1.830,-0.954,0.274,-0.174,-1.101,-1.072,0.747,0.876,HOUSEDUR,18,29.310,6371994000.000,0.678,1,CNY,0,
CHNGDZ1,,CN688505,SHANGHAIFUDAN-ZHANGJIANGBIOPHARMA,,0.994,34.765,44.271,1.000,0.061,-0.405,-0.836,0.058,0.285,0.221,0.079,-0.961,-1.568,0.995,HEALTH,26,21.500,15114500000.000,0.000,1,CNY,0,
CHNGE11,,CN688580,NANJINGVISHEEMEDICALTECHNOLOGY,,1.036,42.889,51.762,1.000,-0.087,-0.864,-1.780,-0.796,0.247,-0.438,-0.777,-1.094,-0.702,0.925,HEALTH,26,98.300,6718477366.100,0.000,1,CNY,0,
CHNGE21,,CN688561,QIANXINTECHNOLOGYGROUPINC,,1.091,35.881,45.019,1.000,1.190,-0.104,0.453,-1.609,-0.100,0.392,-0.993,-0.528,-0.952,-0.197,SOFTWARE,30,108.350,73636393600.000,0.000,1,CNY,0,
CHNGE31,,CN688418,GENEWTECHNOLOGIESCOLTD,,1.205,46.109,55.434,1.000,0.850,-0.844,-1.836,-0.971,-0.132,-0.226,-0.798,-0.792,-0.969,0.869,HDWRSEMI,31,32.700,6331047000.000,0.000,1,CNY,0,
CHNGE41,,CN300856,NANJINGCOSMOSCHEMICALCOLTD,,1.168,53.525,60.578,1.000,0.111,-0.437,-1.710,-0.652,0.198,0.461,-0.775,-0.359,0.634,0.985,CHEM,2,64.160,7242380800.000,0.236,1,CNY,0,
CHNGE51,,CN688077,EARTH-PANDAADVANCEDMAGNETICMATER,,1.147,44.182,52.612,1.000,0.033,-0.774,-2.393,-0.939,0.190,-0.371,-0.644,-0.557,0.286,-0.109,MACH,11,43.560,3484800000.000,0.000,1,CNY,0,
CHNGE61,,CN688508,WUXICHIPOWNMICRO-ELECTRONICSLTD,,1.281,45.509,55.665,1.000,0.942,-0.559,-1.250,-1.208,-0.108,0.203,-1.094,-1.111,0.601,1.140,HDWRSEMI,31,105.190,11865432000.000,0.000,1,CNY,0,
CHNGE71,,CN688589,LEAGUER(SHENZHEN)MICROELECTRONICS,,1.222,42.514,52.876,1.000,0.797,-1.007,-2.174,-0.733,-0.145,-0.329,-0.927,-1.017,-0.476,0.374,HDWRSEMI,31,44.070,4407000000.000,0.000,1,CNY,0,
CHNGE81,,CN688336,SUNSHINEGUOJIANPHARMACEUTICAL(SH,,0.931,35.095,44.714,1.000,0.038,-0.477,-0.983,-0.736,0.279,0.048,-0.503,-1.196,-2.610,1.072,HEALTH,26,25.630,15793498515.190,0.000,1,CNY,0,
CHNGE91,,CN688069,WUXIDELINHAIENVIRONMENTATECHNOLO,,0.998,41.367,48.886,1.000,-0.173,-0.812,-2.173,-0.425,-0.148,-0.120,-0.568,-1.140,-0.998,0.374,COMSERV,13,74.120,4407916400.000,0.485,1,CNY,0,
CHNGEA1,,CN300843,SHENGLANTECHNOLOGYCOLTD,,1.340,59.337,68.478,1.000,0.828,-0.914,-1.981,-0.480,-0.138,-0.270,-0.921,-1.114,1.596,0.691,HDWRSEMI,31,36.400,5419960000.000,0.000,1,CNY,0,
CHNGEB1,,CN688600,ANHUIWANYISCIENCEANDTECHNOLOGY,,1.120,36.094,47.202,1.000,0.719,-1.250,-2.673,-0.290,-0.166,-0.481,-0.504,-1.184,-1.949,-0.938,HDWRSEMI,31,19.350,2580129000.000,0.000,1,CNY,0,
CHNGEC1,,CN300845,ZHENGZHOUJ&THI-TECHCOLTD,,1.272,54.343,64.005,1.000,0.745,-1.483,-2.387,-0.417,-0.216,0.617,-0.848,-1.057,0.909,-0.096,SOFTWARE,30,37.950,3504910200.000,0.000,1,CNY,0,
CHNGED1,,CN688277,TINAVIMEDICALTECHNOLOGIESCOLTD,,0.998,47.519,55.043,1.000,0.066,-0.388,-0.800,-0.970,0.287,0.103,-1.255,-1.196,-1.023,0.973,HEALTH,26,45.920,19214886396.160,0.000,1,CNY,0,
CHNGEE1,,CN300840,QINGDAOKUTESMARTCOLTD,,1.117,60.870,67.323,1.000,-0.360,-0.860,-2.094,-0.960,0.376,-0.405,-0.783,-1.080,1.489,0.516,LEISLUX,19,20.000,4800000000.000,0.000,1,CNY,0,
CHNGEF1,,CN688568,GEOVISTECHNOLOGYCOLTD,,1.180,39.393,49.658,1.000,0.928,-0.918,-1.224,-0.735,-0.168,-0.119,-1.317,-0.949,-0.952,1.138,SOFTWARE,30,55.420,12192400000.000,0.000,1,CNY,0,
CHNGEG1,,CN688377,NANJINGDEVELOPAD,,0.930,33.068,41.581,1.000,-0.503,-1.219,-2.171,-0.474,0.017,-0.270,-0.359,-0.498,-1.753,0.378,ENERGY,1,22.700,4418940900.000,0.000,1,CNY,0,
CHNGEH1,,CN300847,HGTECHNOLOGIESCOLTD,,1.123,56.429,63.300,1.000,-0.145,-0.725,-1.995,-0.512,-0.141,-0.065,-0.813,-1.098,1.333,0.671,COMSERV,13,27.040,5336073600.000,0.000,1,CNY,0,
CHNGEI1,,CN688027,QUANTUMCTEKCOLTD,,1.265,46.415,55.572,1.000,1.023,-0.307,-0.731,-0.471,-0.087,0.111,-1.151,-0.539,0.501,0.927,HDWRSEMI,31,258.760,20700800000.000,0.000,1,CNY,0,
CHNGEJ1,,CN300849,ZHEJIANGJINSHENGNEWMATERIALSCO,,1.125,50.597,58.389,1.000,-0.103,-0.929,-2.484,-0.217,-0.147,-0.284,-0.637,-1.158,1.462,-0.353,MATERIAL,5,31.590,3159000000.000,0.000,1,CNY,0,
CHNGEK1,,CN605199,HAINANHULUWAPHARMACEUTICALGROUP,,1.042,59.765,66.266,1.000,-0.021,-0.658,-1.356,-0.644,0.264,-0.066,-1.126,-0.905,-0.588,1.138,HEALTH,26,26.460,10586877577.920,0.000,1,CNY,0,
CHNGEL1,,CN688060,JIANGSUYUNYONGELECTRONICSANDTEC,,1.204,43.635,53.338,1.000,0.854,-0.833,-1.814,-0.668,-0.131,-0.219,-0.984,-1.125,-1.066,0.892,HDWRSEMI,31,108.000,6480000000.000,0.000,1,CNY,0,
CHNGEM1,,CN300852,SIHUIFUJIELECTRONICSTECHNOLOGYC,,1.308,56.895,65.866,1.000,0.832,-0.902,-1.955,-0.540,-0.137,-0.262,-0.974,-1.116,0.974,0.726,HDWRSEMI,31,98.330,5568250906.000,0.000,1,CNY,0,
CHNGEN1,,CN300850,LUOYANGXINQIANGLIANSLEWINGBEARIN,,1.233,56.186,63.345,1.000,0.225,-0.180,-1.170,-0.692,0.240,0.001,-1.076,-0.603,1.582,1.130,MACH,11,122.000,12932000000.000,0.000,1,CNY,0,
CHNGEO1,,CN688309,NIUTECHENVIRONMENTTECHNOLOGYCO,,0.943,38.428,46.778,1.000,-0.228,-0.981,-2.523,-0.626,-0.163,2.219,-0.689,-1.131,-1.909,-0.465,COMSERV,13,37.850,3028406244.050,0.000,1,CNY,0,
CHNGEP1,,CN688180,SHANGHAIJUNSHIBIOSCIENCESCOLTD,,0.943,37.261,46.023,1.000,0.216,0.076,0.157,-1.728,0.325,1.457,-1.278,-0.260,-1.034,0.091,HEALTH,26,68.090,46965043455.000,0.000,1,CNY,0,
CHNGEQ1,,CN688165,EFORTINTELLIGENTEQUIPMENTCOLTD,,1.104,43.129,50.697,1.000,0.145,-0.427,-1.677,-1.006,0.219,-0.153,-0.519,-0.788,-1.027,1.009,MACH,11,14.380,7503196400.000,0.000,1,CNY,0,
CHNGER1,,CN605108,TONGQINGLOUCATERINGCOLTD,,1.059,38.973,47.285,1.000,-0.149,-0.737,-2.020,-0.261,-0.142,-0.073,-0.350,-0.082,0.031,0.634,COMSERV,13,25.980,5196000000.000,0.000,1,CNY,0,
CHNGES1,,CN688981,SEMICONDUCTORMANUFACTINTERNATNLC,,1.232,34.417,45.581,1.000,1.307,0.571,1.080,-1.228,-0.013,0.035,-0.719,0.359,1.836,-0.604,HDWRSEMI,31,60.350,116986242050.000,0.000,1,CNY,0,
CHNGET1,,CN688500,HCRCOLTD,,0.971,41.945,49.398,1.000,-0.211,-0.928,-2.414,-0.523,-0.158,-0.193,-0.336,-1.195,-1.266,-0.164,COMSERV,13,45.850,3405486283.500,0.000,1,CNY,0,
CHNGEU1,,CN300851,BEIJINGJIAODASIGNALTECHNOLOGYCO,,1.222,45.865,55.559,1.000,0.768,-1.099,-2.362,-0.059,-0.153,-0.386,-0.495,-1.108,-0.535,-0.033,HDWRSEMI,31,41.440,3602520096.000,0.788,1,CNY,0,
CHNGEV1,,CN688579,DAREWAYSOFTWARECOLTD,,1.102,37.867,48.204,1.000,0.843,-1.180,-1.764,-0.709,-0.190,-2.806,-0.904,-1.196,-2.279,0.940,SOFTWARE,30,17.100,6840171000.000,0.000,1,CNY,0,
CHNGEW1,,CN688567,FARASISENERGY(GANZHOU)COLTD,,1.113,37.796,46.353,1.000,0.627,0.210,-0.268,-1.257,0.195,0.098,-0.345,-0.436,-0.055,0.525,ELECEQP,9,31.770,34015175892.450,0.000,1,CNY,0,
CHNGEX1,,CN688256,CAMBRICONTECHNOLOGIESCORPORATION,,1.129,38.025,47.235,1.000,1.187,0.201,0.316,-1.631,-0.044,0.430,-1.100,-1.196,-0.806,-0.068,HDWRSEMI,31,159.000,63615900000.000,0.000,1,CNY,0,
CHNGEY1,,CN300848,MIRACLLCHEMICALSCOLTD,,1.175,49.383,57.429,1.000,0.013,-0.740,-2.335,-0.312,0.173,0.990,-0.798,-0.543,0.974,0.031,CHEM,2,55.600,3706852000.000,0.000,1,CNY,0,
CHNGEZ1,,CN688488,JIANGSUAIDEAPHARMACEUTICALCOLTD,,1.006,41.996,50.502,1.000,-0.007,-0.614,-1.265,-0.434,0.268,-0.039,-1.035,-0.654,-1.300,1.141,HEALTH,26,27.780,11667600000.000,0.000,1,CNY,0,
CHNGF11,,CN605366,JIANGXIHUNGPAINEWMATERIALCOLTD,,1.160,41.594,50.458,1.000,0.044,-0.643,-2.135,-0.013,0.181,-0.175,-0.332,-0.866,0.504,0.446,CHEM,2,13.840,4594880000.000,0.000,1,CNY,0,
CHNGF21,,CN688065,CATHAYBIOTECHINC,,1.001,35.208,42.487,1.000,0.352,0.311,-0.168,-1.034,0.261,0.424,-0.594,-1.050,-1.514,0.425,CHEM,2,90.820,37843057060.320,0.000,1,CNY,0,
CHNGF31,,CN688313,HENANSHIJIAPHOTONSTECHNOLOGYCO,,1.205,43.164,52.790,1.000,0.942,-0.559,-1.248,-1.238,-0.108,-0.047,-1.098,-1.181,-0.823,1.140,HDWRSEMI,31,25.900,11882980295.200,0.000,1,CNY,0,
CHNGF41,,CN688185,CANSINOBIOLOGICSINC,,1.044,37.671,46.763,1.000,0.269,0.241,0.496,-1.269,0.339,0.054,-0.824,-0.950,1.279,-0.236,HEALTH,26,398.000,45682041602.000,0.000,1,CNY,0,
CHNGF51,,CN605088,GSPAUTOMOTIVEGROUPWENZHOUCOLTD,,1.204,42.554,53.165,1.000,0.028,-0.749,-2.474,0.262,0.392,-0.758,-0.139,-0.780,0.626,-0.325,AUTO,17,19.960,3193600000.000,1.346,1,CNY,0,
CHNGF61,,CN688055,INFOVISIONOPTOELECTRONICS(KUNSHAN),,1.222,43.133,52.192,1.000,1.085,-0.117,-0.338,-0.686,-0.071,0.231,-1.051,-0.813,0.077,0.594,HDWRSEMI,31,9.460,31533333964.000,0.000,1,CNY,0,
CHNGF71,,CN688229,BONREEDATATECHNOLOGYCOLTD,,1.204,43.575,53.887,1.000,0.806,-1.295,-2.001,-0.767,-0.200,-0.356,-0.811,-0.797,-0.523,0.663,SOFTWARE,30,119.490,5305356000.000,0.965,1,CNY,0,
CHNGF81,,CN688335,SHANGHAICEOENVIRONMENTALPROTECT,,1.066,40.076,48.411,1.000,0.007,-0.854,-2.557,-0.582,0.184,-0.422,-0.338,-0.575,-1.179,-0.566,MACH,11,40.270,2920441127.160,0.000,1,CNY,0,
CHNGF91,,CN002993,DONGGUANAOHAITECHNOLOGYCOLTD,,1.315,48.736,58.349,1.000,0.972,-0.465,-1.056,-0.426,-0.100,0.012,-0.739,-0.436,1.168,1.100,HDWRSEMI,31,80.800,14608640000.000,0.000,1,CNY,0,
CHNGFA1,,CN300855,JIANGSUTOLANDALLOYCOLTD,,1.144,55.379,62.714,1.000,-0.025,-0.625,-1.581,-0.996,0.041,0.354,-1.070,-0.837,1.307,1.068,MTLMIN,4,41.580,8316000000.000,0.000,1,CNY,0,
CHNGFB1,,CN300853,HANGZHOUSHENHAOTECHNOLOGYCOLTD,,1.200,51.504,59.795,1.000,0.354,-0.636,-2.010,-0.392,0.124,0.778,-0.783,-0.950,0.520,0.649,ELECEQP,9,64.350,5252761800.000,0.448,1,CNY,0,
CHNGFC1,,CN300858,BEIJINGSCITOPBIO-TECHCOLTD,,1.102,53.819,61.650,1.000,-0.109,-0.930,-1.917,-0.460,0.241,-0.237,-0.838,-0.725,0.529,0.775,HEALTH,26,70.300,5800993747.600,0.000,1,CNY,0,
CHNGFD1,,CN300857,SHARETRONICDATATECHNOLOGYCOLTD,,1.318,56.120,65.154,1.000,0.864,-0.800,-1.747,-0.465,-0.128,-0.198,-0.919,-0.873,1.081,0.955,HDWRSEMI,31,33.720,6965128409.040,0.000,1,CNY,0,
CHNGFE1,,CN605188,JIANGXIGUOGUANGCOMMERCIALCHAINS,,0.963,49.679,56.280,1.000,-0.362,-0.742,-1.884,-0.373,0.191,-0.526,-0.796,-0.990,-0.937,0.816,PERSPRD,23,12.130,6011385400.000,0.000,1,CNY,0,
CHNGFF1,,CN688050,EYEBRIGHTMEDICALTECHNOLOGY(BEIJI,,1.028,39.858,48.813,1.000,0.058,-0.413,-0.851,-1.233,0.285,0.088,-1.143,-1.196,-0.423,1.005,HEALTH,26,172.990,18188042663.280,0.000,1,CNY,0,
CHNGFG1,,CN603408,RUNNER(XIAMEN)CORP,,1.043,38.183,47.185,1.000,0.162,-0.402,-1.586,0.111,0.134,-0.142,-0.541,-0.940,-1.536,1.066,BLDPROD,7,18.530,8276980400.000,1.881,1,CNY,0,
CHNGFH1,,CN605118,XIAMENLEADINGOPTICSCOLTD,,1.206,50.839,59.262,1.000,0.870,-0.784,-1.712,-0.407,-0.127,-0.188,-0.944,-1.002,-1.110,0.983,HDWRSEMI,31,17.820,7226010000.000,0.000,1,CNY,0,
CHNGFI1,,CN002991,GANYUANFOODSCOLTD,,1.080,52.217,60.027,1.000,-0.009,-0.621,-1.499,-0.707,0.484,-0.117,-0.926,-1.196,0.127,1.105,FOODPROD,25,97.420,9081086256.020,1.113,1,CNY,0,
CHNGFJ1,,CN601456,GUOLIANSECURITIESCOLTD,,1.388,42.286,56.228,1.000,1.168,-0.423,0.122,-0.670,-0.962,-2.316,-0.674,0.189,2.493,0.126,DVFININS,28,19.180,45612322420.000,0.000,1,CNY,0,
CHNGFJ2,,CN601456,GUOLIANSECURITIESCOLTD,,1.388,42.286,56.228,1.000,1.168,-0.423,0.122,-0.670,-0.962,-2.316,-0.674,0.189,2.493,0.126,DVFININS,28,19.180,45612322420.000,0.000,0,CNY,0,
CHNGFK1,,CN605222,SHANGHAIQIFANCABLECOLTD,,1.144,39.023,48.157,1.000,0.434,-0.387,-1.496,-0.145,0.145,-0.277,-0.525,-0.381,-0.576,1.106,ELECEQP,9,22.740,9109189200.000,0.000,1,CNY,0,
CHNGFL1,,CN688311,CHENGDUM&SELECTRONICSTECHNOLOGY,,1.370,43.491,59.963,1.000,0.841,-0.712,-1.372,-0.735,0.694,-0.362,-0.961,-0.672,-0.136,1.136,AERODEF,6,90.770,10408595900.000,0.363,1,CNY,0,
CHNGFM1,,CN688586,HEFEIJIANGHANGAIRCRAFTEQUIPMENT,,1.400,40.195,57.861,1.000,0.876,-0.602,-1.145,-0.642,0.703,-0.293,-0.984,-1.076,0.510,1.125,AERODEF,6,32.880,13275118074.960,0.000,1,CNY,0,
CHNGFN1,,CN605318,FSILONFURNISHINGANDCONSTRUCTION,,1.054,41.854,50.147,1.000,-0.109,-0.785,-2.710,0.002,0.239,-0.651,-0.363,-1.196,-0.428,-1.065,HOUSEDUR,18,19.200,2480086118.400,0.000,1,CNY,0,
CHNGFO1,,CN002992,SHENZHENBAOMINGTECHNOLOGYCOLTD,,1.242,46.635,56.119,1.000,0.802,-0.993,-2.144,0.158,-0.144,-0.320,-0.245,-0.066,-0.411,0.428,HDWRSEMI,31,32.960,4547192912.000,0.000,1,CNY,0,
CHNGFP1,,CN605399,JIANGXICHENGUANGNEWMATERIALSCO,,1.179,47.137,55.644,1.000,0.013,-0.739,-2.333,-0.161,0.173,-0.236,-0.626,-1.046,1.133,0.036,CHEM,2,20.190,3714960000.000,0.000,1,CNY,0,
CHNGFQ1,,CN605158,ZHEJIANGHUADANEWMATERIALSCOLTD,,1.074,37.641,46.818,1.000,-0.108,-0.880,-2.107,0.183,0.019,-0.104,-0.183,-0.499,-0.238,0.494,MTLMIN,4,12.030,4732602000.000,0.000,1,CNY,0,
CHNGFR1,,CN002995,BEIJINGQUANSHIWORLDONLINENETWOR,,1.104,48.444,57.199,1.000,0.091,-1.547,-2.322,-0.746,-0.154,-0.764,-0.567,-0.677,-0.315,0.061,MEDIA,21,58.110,3757973700.000,0.000,1,CNY,0,
CHNGFS1,,CN688338,BEIJINGSUCCEEDERTECHINC,,1.041,42.113,51.277,1.000,-0.119,-0.963,-1.985,-0.643,0.239,-0.258,-0.635,-1.196,-0.603,0.685,HEALTH,26,66.080,5395299840.000,0.000,1,CNY,0,
CHNGFT1,,CN300859,WESTERNREGIONSTOURISMDEVELOPMENT,,1.085,52.543,60.518,1.000,-0.423,-1.012,-2.349,-0.792,0.138,-0.390,-0.880,-0.912,1.502,-0.002,CONSSERV,20,23.560,3651800000.000,0.000,1,CNY,0,
